gcc_after,gcc_before,gcc_delta,graph_id,graph_type,method,num_unique_candidates,remove_ratio,rollout_depth,rollout_edges,selected_source_method,selected_source_rank,split,step,u,v
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,13,0.13376835236541598,1,19-33,M5 dynamic edge betweenness,1,real_external_test,82,19,33
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,14,0.13539967373572595,1,1-101,M5 dynamic edge betweenness,1,real_external_test,83,1,101
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,15,0.1370309951060359,1,1-57,M4 dynamic community internal / pair,1,real_external_test,84,1,57
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,15,0.13866231647634583,1,63-109,M4 dynamic community internal / pair,1,real_external_test,85,63,109
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,15,0.1402936378466558,1,79-80,M5 dynamic edge betweenness,1,real_external_test,86,79,80
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,16,0.14192495921696574,1,30-109,M4 dynamic community internal / pair,1,real_external_test,87,30,109
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,13,0.14355628058727568,1,80-94,M5 dynamic edge betweenness,1,real_external_test,88,80,94
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,15,0.14518760195758565,1,29-80,M4 dynamic community internal / pair,1,real_external_test,89,29,80
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,16,0.1468189233278956,1,29-91,M5 dynamic edge betweenness,1,real_external_test,90,29,91
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,12,0.14845024469820556,1,37-80,M4 dynamic community internal / pair,1,real_external_test,91,37,80
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,11,0.1500815660685155,1,80-105,M4 dynamic community internal / pair,1,real_external_test,92,80,105
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,12,0.15171288743882544,1,35-44,M4 dynamic community internal / pair,1,real_external_test,93,35,44
0.5043478260869565,0.5043478260869565,0.0,football,real,Expanded oracle top-5 h1,12,0.1533442088091354,1,30-44,M4 dynamic community internal / pair,1,real_external_test,94,30,44
0.4956521739130435,0.5043478260869565,0.008695652173912993,football,real,Expanded oracle top-5 h1,14,0.15497553017944535,1,35-92,M4 dynamic community internal / pair,1,real_external_test,95,35,92
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,14,0.1566068515497553,1,9-64,M4 dynamic community internal / pair,1,real_external_test,96,9,64
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.15823817292006526,1,82-93,M4 dynamic community internal / pair,1,real_external_test,97,82,93
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,13,0.1598694942903752,1,22-47,M4 dynamic community internal / pair,1,real_external_test,98,22,47
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,15,0.16150081566068517,1,64-111,M5 dynamic edge betweenness,1,real_external_test,99,64,111
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.1631321370309951,1,7-8,M2 dynamic degree product,1,real_external_test,100,7,8
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,13,0.16476345840130505,1,7-40,M4 dynamic community internal / pair,1,real_external_test,101,7,40
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,15,0.16639477977161501,1,40-51,M4 dynamic community internal / pair,1,real_external_test,102,40,51
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,14,0.16802610114192496,1,77-98,M4 dynamic community internal / pair,1,real_external_test,103,77,98
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,14,0.16965742251223492,1,74-82,M4 dynamic community internal / pair,1,real_external_test,104,74,82
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,14,0.17128874388254486,1,81-82,M4 dynamic community internal / pair,1,real_external_test,105,81,82
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,15,0.1729200652528548,1,21-32,M4 dynamic community internal / pair,1,real_external_test,106,21,32
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,15,0.17455138662316477,1,6-7,M4 dynamic community internal / pair,1,real_external_test,107,6,7
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,15,0.1761827079934747,1,46-47,M5 dynamic edge betweenness,1,real_external_test,108,46,47
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,13,0.17781402936378465,1,82-100,M4 dynamic community internal / pair,1,real_external_test,109,82,100
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,11,0.17944535073409462,1,39-82,M4 dynamic community internal / pair,1,real_external_test,110,39,82
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.18107667210440456,1,13-110,M4 dynamic community internal / pair,1,real_external_test,111,13,110
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,13,0.18270799347471453,1,15-114,M4 dynamic community internal / pair,1,real_external_test,112,15,114
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.18433931484502447,1,32-49,M4 dynamic community internal / pair,1,real_external_test,113,32,49
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.1859706362153344,1,73-74,M5 dynamic edge betweenness,1,real_external_test,114,73,74
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.18760195758564438,1,72-104,M5 dynamic edge betweenness,1,real_external_test,115,72,104
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,13,0.18923327895595432,1,10-60,M5 dynamic edge betweenness,1,real_external_test,116,10,60
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.19086460032626426,1,2-3,M4 dynamic community internal / pair,1,real_external_test,117,2,3
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,11,0.19249592169657423,1,2-72,M4 dynamic community internal / pair,1,real_external_test,118,2,72
0.4956521739130435,0.4956521739130435,0.0,football,real,Expanded oracle top-5 h1,10,0.19412724306688417,1,2-74,M4 dynamic community internal / pair,1,real_external_test,119,2,74
0.4,0.4956521739130435,0.09565217391304348,football,real,Expanded oracle top-5 h1,12,0.19575856443719414,1,100-102,M4 dynamic community internal / pair,1,real_external_test,120,100,102
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,13,0.19738988580750408,1,67-83,M2 dynamic degree product,1,real_external_test,121,67,83
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,13,0.19902120717781402,1,4-5,M2 dynamic degree product,1,real_external_test,122,4,5
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,14,0.200652528548124,1,16-81,M4 dynamic community internal / pair,1,real_external_test,123,16,81
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,15,0.20228384991843393,1,40-41,M4 dynamic community internal / pair,1,real_external_test,124,40,41
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,16,0.2039151712887439,1,5-90,M5 dynamic edge betweenness,1,real_external_test,125,5,90
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,16,0.20554649265905384,1,11-104,M5 dynamic edge betweenness,1,real_external_test,126,11,104
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,15,0.20717781402936378,1,83-84,M4 dynamic community internal / pair,1,real_external_test,127,83,84
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,12,0.20880913539967375,1,49-84,M4 dynamic community internal / pair,1,real_external_test,128,49,84
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,12,0.21044045676998369,1,88-107,M4 dynamic community internal / pair,1,real_external_test,129,88,107
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,13,0.21207177814029363,1,52-53,M4 dynamic community internal / pair,1,real_external_test,130,52,53
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,15,0.2137030995106036,1,81-83,M4 dynamic community internal / pair,1,real_external_test,131,81,83
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,17,0.21533442088091354,1,24-84,M5 dynamic edge betweenness,1,real_external_test,132,24,84
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,17,0.2169657422512235,1,3-11,M5 dynamic edge betweenness,1,real_external_test,133,3,11
0.4,0.4,0.0,football,real,Expanded oracle top-5 h1,13,0.21859706362153344,1,5-11,M4 dynamic community internal / pair,1,real_external_test,134,5,11
0.30434782608695654,0.4,0.09565217391304348,football,real,Expanded oracle top-5 h1,15,0.22022838499184338,1,10-11,M4 dynamic community internal / pair,1,real_external_test,135,10,11
0.30434782608695654,0.30434782608695654,0.0,football,real,Expanded oracle top-5 h1,11,0.22185970636215335,1,1-27,M4 dynamic community internal / pair,1,real_external_test,136,1,27
0.30434782608695654,0.30434782608695654,0.0,football,real,Expanded oracle top-5 h1,10,0.2234910277324633,1,45-62,M4 dynamic community internal / pair,1,real_external_test,137,45,62
0.30434782608695654,0.30434782608695654,0.0,football,real,Expanded oracle top-5 h1,10,0.22512234910277323,1,37-95,M4 dynamic community internal / pair,1,real_external_test,138,37,95
0.30434782608695654,0.30434782608695654,0.0,football,real,Expanded oracle top-5 h1,11,0.2267536704730832,1,62-105,M4 dynamic community internal / pair,1,real_external_test,139,62,105
0.2956521739130435,0.30434782608695654,0.008695652173913049,football,real,Expanded oracle top-5 h1,12,0.22838499184339314,1,70-103,M4 dynamic community internal / pair,1,real_external_test,140,70,103
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,13,0.2300163132137031,1,67-68,M4 dynamic community internal / pair,1,real_external_test,141,67,68
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,11,0.23164763458401305,1,46-111,M4 dynamic community internal / pair,1,real_external_test,142,46,111
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.233278955954323,1,73-77,M4 dynamic community internal / pair,1,real_external_test,143,73,77
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,11,0.23491027732463296,1,7-73,M4 dynamic community internal / pair,1,real_external_test,144,7,73
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.2365415986949429,1,21-46,M4 dynamic community internal / pair,1,real_external_test,145,21,46
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,13,0.23817292006525284,1,41-67,M4 dynamic community internal / pair,1,real_external_test,146,41,67
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,11,0.2398042414355628,1,67-104,M4 dynamic community internal / pair,1,real_external_test,147,67,104
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,10,0.24143556280587275,1,104-114,M4 dynamic community internal / pair,1,real_external_test,148,104,114
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,11,0.24306688417618272,1,16-67,M4 dynamic community internal / pair,1,real_external_test,149,16,67
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,12,0.24469820554649266,1,69-88,M4 dynamic community internal / pair,1,real_external_test,150,69,88
0.2956521739130435,0.2956521739130435,0.0,football,real,Expanded oracle top-5 h1,14,0.2463295269168026,1,69-83,M4 dynamic community internal / pair,1,real_external_test,151,69,83
0.22608695652173913,0.2956521739130435,0.06956521739130436,football,real,Expanded oracle top-5 h1,15,0.24796084828711257,1,24-110,M4 dynamic community internal / pair,1,real_external_test,152,24,110
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,11,0.2495921696574225,1,66-76,M2 dynamic degree product,1,real_external_test,153,66,76
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,12,0.25122349102773245,1,65-66,M4 dynamic community internal / pair,1,real_external_test,154,65,66
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,12,0.2528548123980424,1,75-76,M4 dynamic community internal / pair,1,real_external_test,155,75,76
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,10,0.2544861337683524,1,86-87,M4 dynamic community internal / pair,1,real_external_test,156,86,87
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,12,0.2561174551386623,1,96-112,M4 dynamic community internal / pair,1,real_external_test,157,96,112
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,12,0.25774877650897227,1,20-75,M4 dynamic community internal / pair,1,real_external_test,158,20,75
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,13,0.25938009787928223,1,48-96,M4 dynamic community internal / pair,1,real_external_test,159,48,96
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,14,0.26101141924959215,1,56-57,M4 dynamic community internal / pair,1,real_external_test,160,56,57
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,14,0.2626427406199021,1,59-66,M5 dynamic edge betweenness,1,real_external_test,161,59,66
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,11,0.2642740619902121,1,63-112,M4 dynamic community internal / pair,1,real_external_test,162,63,112
0.22608695652173913,0.22608695652173913,0.0,football,real,Expanded oracle top-5 h1,13,0.265905383360522,1,86-97,M4 dynamic community internal / pair,1,real_external_test,163,86,97
0.21739130434782608,0.22608695652173913,0.008695652173913049,football,real,Expanded oracle top-5 h1,14,0.26753670473083196,1,97-112,M4 dynamic community internal / pair,1,real_external_test,164,97,112
0.21739130434782608,0.21739130434782608,0.0,football,real,Expanded oracle top-5 h1,15,0.26916802610114193,1,50-78,M7 dynamic community size / pair,1,real_external_test,165,50,78
0.21739130434782608,0.21739130434782608,0.0,football,real,Expanded oracle top-5 h1,13,0.2707993474714519,1,4-108,M5 dynamic edge betweenness,1,real_external_test,166,4,108
0.21739130434782608,0.21739130434782608,0.0,football,real,Expanded oracle top-5 h1,12,0.2724306688417618,1,28-78,M5 dynamic edge betweenness,1,real_external_test,167,28,78
0.21739130434782608,0.21739130434782608,0.0,football,real,Expanded oracle top-5 h1,10,0.2740619902120718,1,8-90,M4 dynamic community internal / pair,1,real_external_test,168,8,90
0.21739130434782608,0.21739130434782608,0.0,football,real,Expanded oracle top-5 h1,9,0.27569331158238175,1,50-51,M4 dynamic community internal / pair,1,real_external_test,169,50,51
0.21739130434782608,0.21739130434782608,0.0,football,real,Expanded oracle top-5 h1,9,0.27732463295269166,1,50-68,M4 dynamic community internal / pair,1,real_external_test,170,50,68
0.21739130434782608,0.21739130434782608,0.0,football,real,Expanded oracle top-5 h1,9,0.27895595432300163,1,23-90,M5 dynamic edge betweenness,1,real_external_test,171,23,90
