gcc_after,gcc_before,gcc_delta,graph_id,graph_type,method,num_unique_candidates,remove_ratio,rollout_depth,rollout_edges,selected_source_method,selected_source_rank,split,step,u,v
0.5,0.5294117647058824,0.02941176470588236,karate,real,Expanded oracle top-5 h1,9,0.20512820512820512,1,9-33,M5 dynamic edge betweenness,1,real_external_test,16,9,33
0.5,0.5,0.0,karate,real,Expanded oracle top-5 h1,9,0.21794871794871795,1,23-29,M7 dynamic community size / pair,1,real_external_test,17,23,29
0.5,0.5,0.0,karate,real,Expanded oracle top-5 h1,7,0.23076923076923078,1,31-33,M2 dynamic degree product,1,real_external_test,18,31,33
0.5,0.5,0.0,karate,real,Expanded oracle top-5 h1,8,0.24358974358974358,1,23-33,M2 dynamic degree product,1,real_external_test,19,23,33
0.5,0.5,0.0,karate,real,Expanded oracle top-5 h1,7,0.2564102564102564,1,31-32,M2 dynamic degree product,1,real_external_test,20,31,32
0.5,0.5,0.0,karate,real,Expanded oracle top-5 h1,8,0.2692307692307692,1,27-33,M2 dynamic degree product,1,real_external_test,21,27,33
0.5,0.5,0.0,karate,real,Expanded oracle top-5 h1,10,0.28205128205128205,1,23-32,M2 dynamic degree product,1,real_external_test,22,23,32
0.47058823529411764,0.5,0.02941176470588236,karate,real,Expanded oracle top-5 h1,10,0.2948717948717949,1,28-33,M4 dynamic community internal / pair,1,real_external_test,23,28,33
0.4411764705882353,0.47058823529411764,0.02941176470588236,karate,real,Expanded oracle top-5 h1,9,0.3076923076923077,1,0-11,M5 dynamic edge betweenness,5,real_external_test,24,0,11
0.4411764705882353,0.4411764705882353,0.0,karate,real,Expanded oracle top-5 h1,8,0.32051282051282054,1,0-5,M2 dynamic degree product,1,real_external_test,25,0,5
0.4411764705882353,0.4411764705882353,0.0,karate,real,Expanded oracle top-5 h1,8,0.3333333333333333,1,0-6,M2 dynamic degree product,1,real_external_test,26,0,6
0.4411764705882353,0.4411764705882353,0.0,karate,real,Expanded oracle top-5 h1,10,0.34615384615384615,1,0-4,M4 dynamic community internal / pair,1,real_external_test,27,0,4
0.3235294117647059,0.4411764705882353,0.11764705882352938,karate,real,Expanded oracle top-5 h1,10,0.358974358974359,1,0-10,M4 dynamic community internal / pair,1,real_external_test,28,0,10
0.3235294117647059,0.3235294117647059,0.0,karate,real,Expanded oracle top-5 h1,7,0.3717948717948718,1,29-32,M2 dynamic degree product,1,real_external_test,29,29,32
0.3235294117647059,0.3235294117647059,0.0,karate,real,Expanded oracle top-5 h1,10,0.38461538461538464,1,30-33,M2 dynamic degree product,1,real_external_test,30,30,33
0.3235294117647059,0.3235294117647059,0.0,karate,real,Expanded oracle top-5 h1,11,0.3974358974358974,1,8-32,M2 dynamic degree product,1,real_external_test,31,8,32
0.29411764705882354,0.3235294117647059,0.02941176470588236,karate,real,Expanded oracle top-5 h1,10,0.41025641025641024,1,30-32,M4 dynamic community internal / pair,1,real_external_test,32,30,32
0.29411764705882354,0.29411764705882354,0.0,karate,real,Expanded oracle top-5 h1,10,0.4230769230769231,1,0-12,M5 dynamic edge betweenness,1,real_external_test,33,0,12
0.2647058823529412,0.29411764705882354,0.02941176470588236,karate,real,Expanded oracle top-5 h1,9,0.4358974358974359,1,3-12,M5 dynamic edge betweenness,1,real_external_test,34,3,12
0.2647058823529412,0.2647058823529412,0.0,karate,real,Expanded oracle top-5 h1,8,0.44871794871794873,1,1-17,M5 dynamic edge betweenness,1,real_external_test,35,1,17
0.2647058823529412,0.2647058823529412,0.0,karate,real,Expanded oracle top-5 h1,9,0.46153846153846156,1,0-17,M5 dynamic edge betweenness,1,real_external_test,36,0,17
0.2647058823529412,0.2647058823529412,0.0,karate,real,Expanded oracle top-5 h1,7,0.47435897435897434,1,26-33,M4 dynamic community internal / pair,1,real_external_test,37,26,33
0.23529411764705882,0.2647058823529412,0.02941176470588236,karate,real,Expanded oracle top-5 h1,7,0.48717948717948717,1,29-33,M4 dynamic community internal / pair,1,real_external_test,38,29,33
0.23529411764705882,0.23529411764705882,0.0,karate,real,Expanded oracle top-5 h1,8,0.5,1,1-2,M2 dynamic degree product,1,real_external_test,39,1,2
0.23529411764705882,0.23529411764705882,0.0,karate,real,Expanded oracle top-5 h1,7,0.5128205128205128,1,1-19,M5 dynamic edge betweenness,1,real_external_test,40,1,19
0.20588235294117646,0.23529411764705882,0.02941176470588236,karate,real,Expanded oracle top-5 h1,8,0.5256410256410257,1,0-19,M5 dynamic edge betweenness,1,real_external_test,41,0,19
0.20588235294117646,0.20588235294117646,0.0,karate,real,Expanded oracle top-5 h1,10,0.5384615384615384,1,1-21,M5 dynamic edge betweenness,1,real_external_test,42,1,21
0.20588235294117646,0.20588235294117646,0.0,karate,real,Expanded oracle top-5 h1,8,0.5512820512820513,1,0-21,M5 dynamic edge betweenness,1,real_external_test,43,0,21
0.20588235294117646,0.20588235294117646,0.0,karate,real,Expanded oracle top-5 h1,5,0.5641025641025641,1,14-32,M2 dynamic degree product,1,real_external_test,44,14,32
0.17647058823529413,0.20588235294117646,0.02941176470588233,karate,real,Expanded oracle top-5 h1,8,0.5769230769230769,1,14-33,M5 dynamic edge betweenness,1,real_external_test,45,14,33
0.17647058823529413,0.17647058823529413,0.0,karate,real,Expanded oracle top-5 h1,8,0.5897435897435898,1,0-7,M5 dynamic edge betweenness,1,real_external_test,46,0,7
0.17647058823529413,0.17647058823529413,0.0,karate,real,Expanded oracle top-5 h1,7,0.6025641025641025,1,0-13,M5 dynamic edge betweenness,1,real_external_test,47,0,13
0.17647058823529413,0.17647058823529413,0.0,karate,real,Expanded oracle top-5 h1,7,0.6153846153846154,1,15-32,M2 dynamic degree product,1,real_external_test,48,15,32
0.17647058823529413,0.17647058823529413,0.0,karate,real,Expanded oracle top-5 h1,6,0.6282051282051282,1,15-33,M5 dynamic edge betweenness,1,real_external_test,49,15,33
0.14705882352941177,0.17647058823529413,0.02941176470588236,karate,real,Expanded oracle top-5 h1,6,0.6410256410256411,1,28-31,M5 dynamic edge betweenness,1,real_external_test,50,28,31
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,8,0.6538461538461539,1,1-3,M2 dynamic degree product,1,real_external_test,51,1,3
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,7,0.6666666666666666,1,1-13,M5 dynamic edge betweenness,1,real_external_test,52,1,13
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,6,0.6794871794871795,1,1-7,M5 dynamic edge betweenness,1,real_external_test,53,1,7
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,6,0.6923076923076923,1,5-6,M2 dynamic degree product,1,real_external_test,54,5,6
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,5,0.7051282051282052,1,4-6,M2 dynamic degree product,1,real_external_test,55,4,6
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,4,0.717948717948718,1,5-10,M2 dynamic degree product,1,real_external_test,56,5,10
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,5,0.7307692307692307,1,18-32,M2 dynamic degree product,1,real_external_test,57,18,32
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,5,0.7435897435897436,1,20-33,M2 dynamic degree product,1,real_external_test,58,20,33
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,4,0.7564102564102564,1,22-32,M2 dynamic degree product,1,real_external_test,59,22,32
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,6,0.7692307692307693,1,24-25,M2 dynamic degree product,1,real_external_test,60,24,25
0.14705882352941177,0.14705882352941177,0.0,karate,real,Expanded oracle top-5 h1,5,0.782051282051282,1,23-25,M2 dynamic degree product,1,real_external_test,61,23,25
0.11764705882352941,0.14705882352941177,0.02941176470588236,karate,real,Expanded oracle top-5 h1,4,0.7948717948717948,1,24-27,M2 dynamic degree product,1,real_external_test,62,24,27
0.11764705882352941,0.11764705882352941,0.0,karate,real,Expanded oracle top-5 h1,5,0.8076923076923077,1,2-3,M2 dynamic degree product,1,real_external_test,63,2,3
0.11764705882352941,0.11764705882352941,0.0,karate,real,Expanded oracle top-5 h1,4,0.8205128205128205,1,2-7,M2 dynamic degree product,1,real_external_test,64,2,7
0.08823529411764706,0.11764705882352941,0.029411764705882346,karate,real,Expanded oracle top-5 h1,3,0.8333333333333334,1,3-13,M2 dynamic degree product,1,real_external_test,65,3,13
0.08823529411764706,0.08823529411764706,0.0,karate,real,Expanded oracle top-5 h1,2,0.8461538461538461,1,5-16,M2 dynamic degree product,1,real_external_test,66,5,16
0.08823529411764706,0.08823529411764706,0.0,karate,real,Expanded oracle top-5 h1,2,0.8589743589743589,1,18-33,M2 dynamic degree product,1,real_external_test,67,18,33
0.058823529411764705,0.08823529411764706,0.02941176470588236,karate,real,Expanded oracle top-5 h1,2,0.8717948717948718,1,24-31,M2 dynamic degree product,1,real_external_test,68,24,31
0.058823529411764705,0.058823529411764705,0.0,karate,real,Expanded oracle top-5 h1,1,0.8846153846153846,1,2-13,M2 dynamic degree product,1,real_external_test,69,2,13
0.058823529411764705,0.058823529411764705,0.0,karate,real,Expanded oracle top-5 h1,1,0.8974358974358975,1,3-7,M2 dynamic degree product,1,real_external_test,70,3,7
0.058823529411764705,0.058823529411764705,0.0,karate,real,Expanded oracle top-5 h1,1,0.9102564102564102,1,4-10,M2 dynamic degree product,1,real_external_test,71,4,10
0.058823529411764705,0.058823529411764705,0.0,karate,real,Expanded oracle top-5 h1,1,0.9230769230769231,1,6-16,M2 dynamic degree product,1,real_external_test,72,6,16
0.058823529411764705,0.058823529411764705,0.0,karate,real,Expanded oracle top-5 h1,1,0.9358974358974359,1,8-30,M2 dynamic degree product,1,real_external_test,73,8,30
0.058823529411764705,0.058823529411764705,0.0,karate,real,Expanded oracle top-5 h1,1,0.9487179487179487,1,20-32,M2 dynamic degree product,1,real_external_test,74,20,32
0.058823529411764705,0.058823529411764705,0.0,karate,real,Expanded oracle top-5 h1,1,0.9615384615384616,1,22-33,M2 dynamic degree product,1,real_external_test,75,22,33
0.058823529411764705,0.058823529411764705,0.0,karate,real,Expanded oracle top-5 h1,1,0.9743589743589743,1,23-27,M2 dynamic degree product,1,real_external_test,76,23,27
0.058823529411764705,0.058823529411764705,0.0,karate,real,Expanded oracle top-5 h1,1,0.9871794871794872,1,25-31,M2 dynamic degree product,1,real_external_test,77,25,31
0.029411764705882353,0.058823529411764705,0.029411764705882353,karate,real,Expanded oracle top-5 h1,1,1.0,1,26-29,M2 dynamic degree product,1,real_external_test,78,26,29
