checkpoint_count,checkpoint_target_ratio,dataset_group,mean_kendall_rank_correlation,mean_pearson_score_correlation,mean_removed_node_m5_rank_percentile,mean_removed_node_m5_top_10pct,mean_removed_node_m5_top_1pct,mean_removed_node_m5_top_5pct,mean_spearman_rank_correlation,mean_top_10pct_overlap,mean_top_1pct_overlap,mean_top_5pct_overlap,method,run_count,std_kendall_rank_correlation,std_pearson_score_correlation,std_removed_node_m5_rank_percentile,std_removed_node_m5_top_10pct,std_removed_node_m5_top_1pct,std_removed_node_m5_top_5pct,std_spearman_rank_correlation,std_top_10pct_overlap,std_top_1pct_overlap,std_top_5pct_overlap
60,0.1,synthetic45,0.8007193163891709,0.9221223097987536,0.038439436929521016,0.8833333333333333,0.31666666666666665,0.7333333333333333,0.9338683914190807,0.6974063071431493,0.31666666666666665,0.5969841269841273,SASB-N-frozen-source,60,0.09213477497544982,0.05896097265163368,0.04682241594841412,0.32373177151309335,0.46910179830729837,0.4459484908564835,0.04734198063747453,0.17171340911558383,0.37919033576089883,0.2626304666882223
60,0.2,synthetic45,0.7878906915992191,0.9120759050980561,0.02993081229671222,0.8833333333333333,0.65,0.8166666666666667,0.915270943625863,0.6892203548085901,0.6,0.6781018518518519,SASB-N-frozen-source,60,0.10707507643286138,0.06358275165020805,0.06031906081863312,0.32373177151309335,0.48099473199130766,0.39020492949942315,0.06496151742797784,0.24231660451937223,0.43956835530216554,0.2856218695975701
60,0.3,synthetic45,0.7973464447510777,0.892047058957107,0.04260456767684153,0.8666666666666667,0.55,0.75,0.9104218022942487,0.6914152976652975,0.5166666666666667,0.597281746031746,SASB-N-frozen-source,60,0.1302280418309859,0.10604823668788294,0.0797452455555499,0.34280333180088157,0.5016920522135438,0.4366668823046865,0.09119487064355106,0.3085109412097321,0.45067432213602787,0.3388869973355672
60,0.5,synthetic45,0.533346807677716,0.5696967708879522,0.05903708673091683,0.8,0.7166666666666667,0.7833333333333333,0.5786320377353159,0.7573611111111112,0.7166666666666667,0.7833333333333333,SASB-N-frozen-source,60,0.4107817303292705,0.4345772570301269,0.12169065503521014,0.4033755872716886,0.45441960250548485,0.41545020165658497,0.4429474007855122,0.361435760555262,0.4544196025054848,0.3698882612362505
60,0.0,synthetic45,0.8141763128433583,0.9502391573035539,0.003994088445697571,1.0,0.9166666666666666,1.0,0.9462034047843907,0.7847943722943724,0.6861111111111108,0.7282196969696969,SASB-N-random-source,60,0.06246178514829344,0.03784407845674451,0.005905618586483656,0.0,0.27871780678530217,0.0,0.029964690324643557,0.13303272293692253,0.27971546389275775,0.14964599665996103
60,0.1,synthetic45,0.8559242915808826,0.9508202221557488,0.007931248636182263,1.0,0.7666666666666667,0.9333333333333333,0.9582514213772326,0.783396924712714,0.6,0.7454761904761908,SASB-N-random-source,60,0.09701393281043574,0.04192427245955252,0.015445913028446872,0.0,0.42652186808509857,0.2515488742932317,0.03510615306029834,0.15463879525284405,0.34197829250169204,0.2229793828700308
60,0.2,synthetic45,0.8904318144934794,0.9666163637770051,0.009527560909798569,1.0,0.7,0.95,0.9705280166809561,0.827205634779164,0.7,0.7804166666666666,SASB-N-random-source,60,0.09204164169245596,0.035811194022854015,0.01724463949346033,0.0,0.46212479054244465,0.2197841776510828,0.030389765314224063,0.16274601659112403,0.381788831508213,0.20903455435705906
60,0.3,synthetic45,0.9342442631641532,0.9833306221084948,0.0027237542913442505,1.0,0.9166666666666666,0.9833333333333333,0.9845765329121005,0.905533818033818,0.875,0.8628769841269841,SASB-N-random-source,60,0.07599697315585557,0.023627880737934225,0.00979159005064607,0.0,0.27871780678530217,0.12909944487358058,0.02028670595039094,0.1288633530829056,0.2856007643725232,0.1864176798222081
60,0.5,synthetic45,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,SASB-N-random-source,60,0.4753826885415281,0.4753826885415281,0.0,0.0,0.0,0.0,0.4753826885415281,0.0,0.0,0.0
60,0.0,synthetic45,0.8125633839190815,0.9459957153763171,0.007376563122644079,1.0,0.7666666666666667,1.0,0.9441649606377666,0.7773520923520926,0.6916666666666662,0.743434343434343,SASB-N-structured,60,0.06809379301489964,0.03942532388141178,0.00947684540502649,0.0,0.42652186808509857,0.0,0.03306714651634683,0.1343524668862526,0.29082809232323,0.15207566242615483
60,0.1,synthetic45,0.8455228355331019,0.9445581875621184,0.024124122971304555,0.9333333333333333,0.5666666666666667,0.85,0.9520806279416234,0.7775517464991146,0.5583333333333333,0.7035714285714286,SASB-N-structured,60,0.10275956156019098,0.044855359479562186,0.04226592683415502,0.2515488742932317,0.49971743428090815,0.3600847357902755,0.038233401124639965,0.16958282730004154,0.42278001117970004,0.23003570691870567
60,0.2,synthetic45,0.8793814850552785,0.9599174095027246,0.014716873487533987,0.95,0.7833333333333333,0.9333333333333333,0.9641140236707201,0.8187159586056644,0.7166666666666667,0.7671296296296295,SASB-N-structured,60,0.10152178476033556,0.041450957882109334,0.036932270417750455,0.21978417765108277,0.415450201656585,0.2515488742932317,0.03760677665476448,0.16310963499289594,0.3489289504030564,0.23670395643263506
60,0.3,synthetic45,0.9179211425455958,0.9749815980191624,0.009163818644742397,1.0,0.7166666666666667,0.95,0.9784423208130062,0.8629100529100528,0.6833333333333333,0.7978769841269838,SASB-N-structured,60,0.09037179367803799,0.03097688925649275,0.015859478265167423,0.0,0.4544196025054849,0.2197841776510828,0.026237186769968127,0.16094664412677276,0.4215253442193114,0.24469849539507948
60,0.5,synthetic45,0.65,0.65,0.0,1.0,1.0,1.0,0.65,1.0,1.0,1.0,SASB-N-structured,60,0.480994731991308,0.480994731991308,0.0,0.0,0.0,0.0,0.480994731991308,0.0,0.0,0.0
