dataset_label,dataset,graph_id,method,attack_phase,selected_edges,inter_community_ratio,bridge_ratio,mean_common_neighbors,median_common_neighbors,mean_edge_embeddedness,median_edge_embeddedness,mean_degree_product,mean_min_endpoint_degree,fraction_min_degree_1,fraction_min_degree_2,mean_delta_gcc,median_delta_gcc,positive_delta_gcc_rate,conditional_mean_delta_gcc,mean_num_components_after,mean_component_increase,mean_full_edge_betweenness_score,mean_sampled_betweenness_score
realworld_completed_24of28,realworld_completed,bio_celegansneural,SASB,middle,716.0,0.8812849162011173,0.036312849162011177,1.562849162011173,1.0,0.1875570023075366,0.1666666666666666,148.26117318435755,8.371508379888269,0.002793296089385475,0.030726256983240222,0.0004185241615409199,0.0,0.027932960893854747,0.014983164983164928,10.361731843575418,0.036312849162011177,,228.06064257534507
realworld_completed_24of28,realworld_completed,bio_diseasome,M5,early,396.0,0.6843434343434344,0.29545454545454547,1.542929292929293,1.0,0.3055553596783834,0.2307692307692308,94.59343434343434,5.5606060606060606,0.07828282828282829,0.15404040404040403,0.0024812074230678837,0.0,0.12626262626262627,0.01965116279069764,51.45959595959596,0.29545454545454547,0.18817612887582577,
realworld_completed_24of28,realworld_completed,bio_diseasome,M5,late,396.0,0.0,0.6363636363636364,0.45454545454545453,0.0,0.36363636363636365,0.0,3.2297979797979797,1.4545454545454546,0.6363636363636364,0.2727272727272727,1.4681700728212121e-05,0.0,0.007575757575757576,0.001937984496124,366.6136363636364,0.6363636363636364,0.5949074074074074,
realworld_completed_24of28,realworld_completed,bio_diseasome,M5,middle,396.0,0.10353535353535354,0.3686868686868687,1.4368686868686869,1.0,0.6123737373737373,1.0,13.328282828282829,2.5681818181818183,0.3005050505050505,0.26515151515151514,2.446950121368687e-05,0.0,0.012626262626262626,0.0019379844961240002,187.49242424242425,0.3686868686868687,0.2293851210517877,
realworld_completed_24of28,realworld_completed,bio_diseasome,SASB,early,396.0,0.7272727272727273,0.29545454545454547,1.5328282828282829,1.0,0.3045232289303435,0.24038461538461542,92.08080808080808,5.532828282828283,0.08585858585858586,0.14646464646464646,0.002481207423067883,0.0,0.12373737373737374,0.020052206929283303,49.361111111111114,0.29545454545454547,,2288.6268327669113
realworld_completed_24of28,realworld_completed,bio_diseasome,SASB,late,396.0,0.0,0.6414141414141414,0.44696969696969696,0.0,0.35858585858585856,0.0,3.2045454545454546,1.446969696969697,0.6414141414141414,0.2702020202020202,1.4681700728212121e-05,0.0,0.007575757575757576,0.001937984496124,365.6641414141414,0.6414141414141414,,3.0782828282828283
realworld_completed_24of28,realworld_completed,bio_diseasome,SASB,middle,396.0,0.10858585858585859,0.36363636363636365,1.4545454545454546,1.0,0.6178451178451179,1.0,13.436868686868687,2.601010101010101,0.28535353535353536,0.27525252525252525,2.446950121368687e-05,0.0,0.012626262626262626,0.0019379844961240002,186.1489898989899,0.36363636363636365,,7.386580086580086
realworld_completed_24of28,realworld_completed,bio_grid_mouse,M5,early,366.0,0.5,0.4672131147540984,0.08743169398907104,0.0,0.015576333199284018,0.0,106.19672131147541,2.762295081967213,0.2923497267759563,0.2540983606557377,0.002670065559953844,0.0,0.18032786885245902,0.014806727196107677,55.05191256830601,0.4672131147540984,0.12892234879026923,
realworld_completed_24of28,realworld_completed,bio_grid_mouse,M5,late,366.0,0.05737704918032787,0.953551912568306,0.030054644808743168,0.0,0.0273224043715847,0.0,1.8797814207650274,1.1010928961748634,0.9016393442622951,0.09562841530054644,1.036247953410246e-05,0.0,0.00819672131147541,0.0012642225031605,612.1857923497267,0.953551912568306,0.7889344262295082,
realworld_completed_24of28,realworld_completed,bio_grid_mouse,M5,middle,366.0,0.3114754098360656,0.7377049180327869,0.16939890710382513,0.0,0.08469945355191257,0.0,11.114754098360656,1.8087431693989071,0.4808743169398907,0.319672131147541,4.8358237825811474e-05,0.0,0.03825136612021858,0.0012642225031605002,306.41530054644807,0.7377049180327869,0.2924849837887189,
realworld_completed_24of28,realworld_completed,bio_grid_mouse,SASB,early,366.0,0.76775956284153,0.366120218579235,0.09016393442622951,0.0,0.016526407714932304,0.0,116.54918032786885,3.0273224043715845,0.17759562841530055,0.31693989071038253,0.0026735197197985455,0.0,0.16666666666666666,0.01604111831879127,40.39890710382514,0.366120218579235,,6577.383542502021
realworld_completed_24of28,realworld_completed,bio_grid_mouse,SASB,late,366.0,0.040983606557377046,0.9508196721311475,0.03825136612021858,0.0,0.03551912568306011,0.0,1.855191256830601,1.0874316939890711,0.9153005464480874,0.08196721311475409,1.036247953410246e-05,0.0,0.00819672131147541,0.0012642225031605,612.5655737704918,0.9508196721311475,,3.3825136612021858
realworld_completed_24of28,realworld_completed,bio_grid_mouse,SASB,middle,366.0,0.2677595628415301,0.8415300546448088,0.15846994535519127,0.0,0.08242258652094717,0.0,9.437158469945356,1.6584699453551912,0.587431693989071,0.24316939890710382,4.490407798111066e-05,0.0,0.03551912568306011,0.0012642225031605002,292.21857923497265,0.8415300546448088,,21.92521940718662
realworld_completed_24of28,realworld_completed,bio_grid_plant,M5,early,909.0,0.517051705170517,0.25412541254125415,1.143014301430143,0.0,0.20910338283882254,0.0,107.88558855885589,5.00990099009901,0.13641364136413642,0.17601760176017603,0.0010819478174232445,0.0,0.10891089108910891,0.009934248141795245,112.73597359735973,0.25412541254125415,0.10103122413084212,
realworld_completed_24of28,realworld_completed,bio_grid_plant,M5,late,908.0,0.09801762114537445,0.7433920704845814,0.32599118942731276,0.0,0.18906020558002937,0.0,4.384361233480176,1.4834801762114538,0.6762114537444934,0.21806167400881057,5.194913141051762e-06,0.0,0.006607929515418502,0.0007861635220125,885.4988986784141,0.7433920704845814,0.5816691140479687,
realworld_completed_24of28,realworld_completed,bio_grid_plant,M5,middle,909.0,0.2871287128712871,0.40154015401540155,1.2563256325632564,0.0,0.37376904357102375,0.0,28.268426842684267,3.0473047304730474,0.3047304730473047,0.20132013201320131,1.210812905189769e-05,0.0,0.015401540154015401,0.0007861635220125002,399.2772277227723,0.40154015401540155,0.1545283084284734,
realworld_completed_24of28,realworld_completed,bio_grid_plant,SASB,early,909.0,0.8008800880088008,0.17271727172717272,1.6963696369636965,0.0,0.17390613450775985,0.0,160.84598459845984,7.2464246424642464,0.04400440044004401,0.11221122112211221,0.0010828126837840967,0.0,0.0781078107810781,0.013863052529010484,59.57755775577558,0.17271727172717272,,7361.975528212377
realworld_completed_24of28,realworld_completed,bio_grid_plant,SASB,late,908.0,0.08149779735682819,0.7687224669603524,0.276431718061674,0.0,0.18410425844346548,0.0,3.683920704845815,1.3931718061674008,0.711453744493392,0.21255506607929514,4.329094284209802e-06,0.0,0.005506607929515419,0.0007861635220125,878.9988986784141,0.7687224669603524,,4.448054331864904
realworld_completed_24of28,realworld_completed,bio_grid_plant,SASB,middle,909.0,0.27722772277227725,0.45764576457645767,0.7524752475247525,0.0,0.28799963329666295,0.0,19.256325632563257,2.5126512651265127,0.3388338833883388,0.24752475247524752,1.2108129051897691e-05,0.0,0.015401540154015401,0.0007861635220125002,362.7007700770077,0.45764576457645767,,22.167286603707524
realworld_completed_24of28,realworld_completed,bio_sc_ts,M5,early,737.0,0.0,0.016282225237449117,30.119402985074625,30.0,0.9837177747625508,1.0,1889.8059701492537,31.119402985074625,0.016282225237449117,0.016282225237449117,0.0002430182871261056,0.0,0.016282225237449117,0.014925373134328318,6.419267299864315,0.016282225237449117,0.002498803067529256,
realworld_completed_24of28,realworld_completed,bio_sc_ts,M5,late,737.0,0.0,0.051560379918588875,12.207598371777475,11.0,0.9484396200814111,1.0,377.88602442333786,13.207598371777475,0.051560379918588875,0.050203527815468114,0.0007695579092326675,0.0,0.051560379918588875,0.014925373134328313,41.45183175033921,0.051560379918588875,0.022343804869926882,
realworld_completed_24of28,realworld_completed,bio_sc_ts,M5,middle,737.0,0.0,0.021709633649932156,22.672998643147896,23.0,0.9782903663500678,1.0,1115.3080054274085,23.672998643147896,0.021709633649932156,0.021709633649932156,0.00032402438283480754,0.0,0.021709633649932156,0.014925373134328325,20.218453188602442,0.021709633649932156,0.0040688940422811265,
realworld_completed_24of28,realworld_completed,bio_sc_ts,SASB,early,737.0,0.0027137042062415195,0.016282225237449117,30.119402985074625,30.0,0.9837177747625508,1.0,1890.5020352781546,31.119402985074625,0.016282225237449117,0.016282225237449117,0.0002430182871261056,0.0,0.016282225237449117,0.014925373134328318,6.407055630936228,0.016282225237449117,,9.28742836838071
realworld_completed_24of28,realworld_completed,bio_sc_ts,SASB,late,737.0,0.0027137042062415195,0.052917232021709636,12.162822252374491,11.0,0.9470827679782904,1.0,376.3459972862958,13.162822252374491,0.052917232021709636,0.050203527815468114,0.0007695579092326675,0.0,0.051560379918588875,0.014925373134328313,40.4966078697422,0.052917232021709636,,7.548410984870379
realworld_completed_24of28,realworld_completed,bio_sc_ts,SASB,middle,737.0,0.014925373134328358,0.0203527815468114,22.71777476255088,23.0,0.9749541422319348,1.0,1120.348710990502,23.78290366350068,0.018995929443690638,0.021709633649932156,0.0003240243828348076,0.0,0.0203527815468114,0.015920398009950217,19.567164179104477,0.0203527815468114,,9.394117863267182
realworld_completed_24of28,realworld_completed,ca_csphd,M5,early,348.0,0.5718390804597702,0.9454022988505747,0.011494252873563218,0.0,0.004789272030651341,0.0,31.686781609195403,2.5660919540229883,0.3620689655172414,0.28735632183908044,0.0028539388842164183,0.0,0.20689655172413793,0.013794037940379355,159.882183908046,0.9454022988505747,0.3238569288307737,
realworld_completed_24of28,realworld_completed,ca_csphd,M5,late,347.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2593659942363113,1.0,1.0,0.0,5.623110986152738e-06,0.0,0.005763688760806916,0.0009756097560975,852.0,1.0,0.9135446685878963,
realworld_completed_24of28,realworld_completed,ca_csphd,M5,middle,348.0,0.13505747126436782,1.0,0.0,0.0,0.0,0.0,3.8649425287356323,1.1551724137931034,0.8477011494252874,0.14942528735632185,1.12139052425e-05,0.0,0.011494252873563218,0.0009756097560975,504.5,1.0,0.49285714285714294,
realworld_completed_24of28,realworld_completed,ca_csphd,SASB,early,348.0,0.5775862068965517,0.9454022988505747,0.011494252873563218,0.0,0.004789272030651341,0.0,31.658045977011493,2.574712643678161,0.35919540229885055,0.28735632183908044,0.0028539388842164183,0.0,0.19827586206896552,0.014393778720395847,159.882183908046,0.9454022988505747,,6647.666819110905
realworld_completed_24of28,realworld_completed,ca_csphd,SASB,late,347.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2564841498559078,1.0,1.0,0.0,5.623110986152738e-06,0.0,0.005763688760806916,0.0009756097560975,852.0,1.0,,2.5129682997118157
realworld_completed_24of28,realworld_completed,ca_csphd,SASB,middle,348.0,0.13505747126436782,1.0,0.0,0.0,0.0,0.0,3.853448275862069,1.1551724137931034,0.8477011494252874,0.14942528735632185,1.12139052425e-05,0.0,0.011494252873563218,0.0009756097560975,504.5,1.0,,7.988505747126437
realworld_completed_24of28,realworld_completed,ca_netscience,M5,early,305.0,0.5606557377049181,0.32459016393442625,1.1245901639344262,1.0,0.33458322916165356,0.25,60.20655737704918,4.39344262295082,0.12786885245901639,0.22295081967213115,0.00320083048574765,0.0,0.13442622950819672,0.023811056052512998,44.898360655737704,0.32459016393442625,0.2126102567173986,
realworld_completed_24of28,realworld_completed,ca_netscience,M5,late,304.0,0.0,0.5855263157894737,0.5394736842105263,0.0,0.4144736842105263,0.0,3.6578947368421053,1.5394736842105263,0.5855263157894737,0.29276315789473684,3.471740036106053e-05,0.0,0.013157894736842105,0.0026385224274406,270.5131578947368,0.5855263157894737,0.5550438596491227,
realworld_completed_24of28,realworld_completed,ca_netscience,M5,middle,305.0,0.10163934426229508,0.33114754098360655,1.3573770491803279,1.0,0.6456284153005464,1.0,13.065573770491802,2.4754098360655736,0.2819672131147541,0.28852459016393445,3.4603572818893115e-05,0.0,0.013114754098360656,0.0026385224274406,149.98032786885247,0.33114754098360655,0.21129954896348335,
realworld_completed_24of28,realworld_completed,ca_netscience,SASB,early,305.0,0.5573770491803278,0.32786885245901637,1.1213114754098361,1.0,0.33158557108202824,0.2222222222222222,60.18688524590164,4.4032786885245905,0.12786885245901639,0.22295081967213115,0.003200830485747649,0.0,0.1377049180327869,0.02324412614650078,44.62622950819672,0.32786885245901637,,1621.7625376908509
realworld_completed_24of28,realworld_completed,ca_netscience,SASB,late,304.0,0.0,0.5822368421052632,0.5394736842105263,0.0,0.41776315789473684,0.0,3.648026315789474,1.5394736842105263,0.5822368421052632,0.2993421052631579,3.471740036106053e-05,0.0,0.013157894736842105,0.0026385224274406,271.8388157894737,0.5822368421052632,,3.1271929824561404
realworld_completed_24of28,realworld_completed,ca_netscience,SASB,middle,305.0,0.09836065573770492,0.33114754098360655,1.360655737704918,1.0,0.6456284153005464,1.0,12.973770491803279,2.4688524590163934,0.28852459016393445,0.2819672131147541,3.4603572818893115e-05,0.0,0.013114754098360656,0.0026385224274406,150.47213114754098,0.33114754098360655,,7.511475409836065
realworld_completed_24of28,realworld_completed,football,M5,early,205.0,0.9463414634146341,0.06829268292682927,0.3804878048780488,0.0,0.0672028648857917,0.0,83.1609756097561,8.204878048780488,0.014634146341463415,0.014634146341463415,0.004326617179215267,0.0,0.05853658536585366,0.07391304347826082,4.6,0.06829268292682927,0.10718204038699693,
realworld_completed_24of28,realworld_completed,football,M5,late,204.0,0.004901960784313725,0.35294117647058826,1.2205882352941178,1.0,0.6454248366013072,1.0,8.598039215686274,2.2254901960784315,0.35294117647058826,0.27941176470588236,0.00021312872975276962,0.0,0.024509803921568627,0.008695652173913,69.82352941176471,0.35294117647058826,0.31770152505446625,
realworld_completed_24of28,realworld_completed,football,M5,middle,204.0,0.29411764705882354,0.13725490196078433,2.3676470588235294,2.0,0.692390289449113,1.0,30.622549019607842,4.338235294117647,0.12254901960784313,0.12254901960784313,0.00029838022165387743,0.0,0.03431372549019608,0.008695652173913,26.784313725490197,0.13725490196078433,0.10768901258948792,
realworld_completed_24of28,realworld_completed,football,SASB,early,205.0,0.9707317073170731,0.06341463414634146,0.3804878048780488,0.0,0.06685056136275647,0.0,83.86829268292684,8.297560975609755,0.00975609756097561,0.00975609756097561,0.004326617179215267,0.0,0.06341463414634146,0.06822742474916382,4.663414634146341,0.06341463414634146,,364.85837996884425
realworld_completed_24of28,realworld_completed,football,SASB,late,204.0,0.004901960784313725,0.35294117647058826,1.2205882352941178,1.0,0.6454248366013071,1.0,8.598039215686274,2.2254901960784315,0.35294117647058826,0.27941176470588236,0.00021312872975276962,0.0,0.024509803921568627,0.008695652173913,69.83823529411765,0.35294117647058826,,3.9272875816993458
realworld_completed_24of28,realworld_completed,football,SASB,middle,204.0,0.27450980392156865,0.14215686274509803,2.3676470588235294,2.0,0.7010504201680673,1.0,30.034313725490197,4.259803921568627,0.12745098039215685,0.12745098039215685,0.00029838022165387743,0.0,0.03431372549019608,0.008695652173913,26.607843137254903,0.14215686274509803,,8.415324680765858
realworld_completed_24of28,realworld_completed,ia_email_univ,M5,early,1817.0,0.728673637864612,0.030820033021463952,0.8541552008805724,0.0,0.07347143190175529,0.0,289.23004953219595,11.244909190974132,0.0,0.05118326912493121,0.0004138612428175389,0.0,0.030820033021463952,0.01342831925356193,32.67749036873968,0.030820033021463952,0.01130733289144197,
realworld_completed_24of28,realworld_completed,ia_email_univ,M5,late,1817.0,0.15795266923500276,0.4061640066042928,1.1254815630159605,1.0,0.49971368294153107,0.5,16.634012107870117,2.4056136488717668,0.3841496973032471,0.24050632911392406,9.229300015883379e-06,0.0,0.010456796917996699,0.0008826125330979,667.8541552008805,0.4061640066042928,0.28700174294627273,
realworld_completed_24of28,realworld_completed,ia_email_univ,M5,middle,1817.0,0.4865162355531095,0.186020913593836,0.9609246009906439,0.0,0.21125121139996134,0.0,83.51843698403962,5.471106219042378,0.13979086406164007,0.1469455145844799,0.00012678143706029693,0.0,0.08860759493670886,0.0014308190753947795,212.9658778205834,0.186020913593836,0.048348378248318884,
realworld_completed_24of28,realworld_completed,ia_email_univ,SASB,early,1817.0,0.9223995597138139,0.007154650522839846,0.7341772151898734,0.0,0.06114214473404414,0.0,285.69950467804074,11.188772702256466,0.0,0.04292790313703908,0.0004731230639721642,0.0,0.007154650522839846,0.06612804671057095,4.315905338470006,0.007154650522839846,,8978.063883903455
realworld_completed_24of28,realworld_completed,ia_email_univ,SASB,late,1817.0,0.10952118877270225,0.47936158503026965,0.9279031370390755,0.0,0.466336452027151,0.0,11.083104017611447,2.0902586681342874,0.4408365437534397,0.26582278481012656,6.314784221393891e-06,0.0,0.007154650522839846,0.0008826125330979001,603.789763346175,0.47936158503026965,,7.674297227874553
realworld_completed_24of28,realworld_completed,ia_email_univ,SASB,middle,1817.0,0.7297743533296642,0.1364887176664832,1.2784810126582278,1.0,0.20430411352496694,0.1428571428571428,103.26472206934507,6.779306549257017,0.056686846450192625,0.09906439185470556,7.043413170016603e-05,0.0,0.03467253714914695,0.0020314097984000276,81.11337369290038,0.1364887176664832,,370.41864031295853
realworld_completed_24of28,realworld_completed,ia_enron_only,M5,early,208.0,0.7211538461538461,0.07211538461538461,1.2884615384615385,1.0,0.1716989230760726,0.1339285714285714,134.35096153846155,7.769230769230769,0.02403846153846154,0.08173076923076923,0.0041016675632060216,0.0,0.0625,0.06562668101129633,5.8125,0.07211538461538461,0.07379227745465072,
realworld_completed_24of28,realworld_completed,ia_enron_only,M5,late,207.0,0.07729468599033816,0.391304347826087,1.173913043478261,1.0,0.5725442834138487,1.0,11.1256038647343,2.285024154589372,0.3719806763285024,0.2560386473429952,0.0002702611398263536,0.0,0.03864734299516908,0.0069930069930069,91.41545893719807,0.391304347826087,0.3198456668407209,
realworld_completed_24of28,realworld_completed,ia_enron_only,M5,middle,208.0,0.27403846153846156,0.22115384615384615,1.8173076923076923,1.0,0.5734623015873016,0.6666666666666666,36.41826923076923,3.6009615384615383,0.1875,0.1971153846153846,0.00040344271113501443,0.0,0.057692307692307696,0.006993006993006916,38.97596153846154,0.22115384615384615,0.09336457198564513,
realworld_completed_24of28,realworld_completed,ia_enron_only,SASB,early,208.0,0.8846153846153846,0.0625,1.2644230769230769,1.0,0.15500964085876415,0.125,139.14903846153845,8.201923076923077,0.014423076923076924,0.0625,0.004168908015061859,0.0,0.052884615384615384,0.07883026064844242,4.639423076923077,0.0625,,577.3310768780336
realworld_completed_24of28,realworld_completed,ia_enron_only,SASB,late,207.0,0.06763285024154589,0.4106280193236715,1.0821256038647342,1.0,0.5628019323671497,1.0,9.816425120772946,2.1497584541062804,0.3961352657004831,0.28019323671497587,0.0002702611398263536,0.0,0.03864734299516908,0.0069930069930069,89.72946859903382,0.4106280193236715,,5.183191473046546
realworld_completed_24of28,realworld_completed,ia_enron_only,SASB,middle,208.0,0.32211538461538464,0.21153846153846154,1.9326923076923077,2.0,0.5757032897657898,0.6666666666666666,37.19711538461539,3.769230769230769,0.17307692307692307,0.1875,0.0003362022592791784,0.0,0.04807692307692308,0.006993006993006909,33.50961538461539,0.21153846153846154,,18.176389716873366
realworld_completed_24of28,realworld_completed,ia_infect_dublin,M5,early,922.0,0.7212581344902386,0.07266811279826464,1.685466377440347,1.0,0.1991038524673672,0.125,225.2885032537961,10.02060737527115,0.04121475054229935,0.05422993492407809,0.0009999470927464142,0.0,0.05314533622559653,0.018815331010452938,23.09652928416486,0.07266811279826464,0.054865098976446765,
realworld_completed_24of28,realworld_completed,ia_infect_dublin,M5,late,921.0,0.021715526601520086,0.25732899022801303,2.2975027144408253,2.0,0.7303689916067765,1.0,24.387622149837135,3.3387622149837135,0.256243213897937,0.20195439739413681,2.913058446545374e-05,0.0,0.011943539630836048,0.0024390243902439003,251.52768729641693,0.25732899022801303,0.20374559965238254,
realworld_completed_24of28,realworld_completed,ia_infect_dublin,M5,middle,922.0,0.35683297180043383,0.113882863340564,3.7353579175704987,3.0,0.6616151157230333,0.8333333333333334,99.2114967462039,6.292841648590022,0.09652928416485901,0.10412147505422993,5.290725358446583e-05,0.0,0.021691973969631236,0.0024390243902438747,117.69305856832972,0.113882863340564,0.05267769257572231,
realworld_completed_24of28,realworld_completed,ia_infect_dublin,SASB,early,922.0,0.955531453362256,0.026030368763557483,2.144251626898048,1.0,0.1743699070256368,0.1428571428571428,262.85574837310196,11.700650759219089,0.0,0.014099783080260303,0.0010025924554256382,0.0,0.02386117136659436,0.04201773835920175,9.806941431670282,0.026030368763557483,,1700.9929421727072
realworld_completed_24of28,realworld_completed,ia_infect_dublin,SASB,late,921.0,0.035830618892508145,0.31921824104234525,1.775244299674267,1.0,0.6664210744015304,1.0,16.919652551574377,2.812160694896851,0.31378935939196523,0.2301845819761129,2.3834114562643974e-05,0.0,0.009771986970684038,0.0024390243902439,217.17372421281215,0.31921824104234525,,5.139731658135567
realworld_completed_24of28,realworld_completed,ia_infect_dublin,SASB,middle,922.0,0.4837310195227766,0.09869848156182212,3.7982646420824295,3.0,0.6190995468668685,0.7,97.96637744034707,6.952277657266811,0.05856832971800434,0.08134490238611713,5.555261626368915e-05,0.0,0.021691973969631236,0.0025609756097560695,60.76572668112798,0.09869848156182212,,27.51485045581513
realworld_completed_24of28,realworld_completed,ia_infect_hyper,M5,early,732.0,0.4890710382513661,0.05327868852459016,6.10792349726776,5.0,0.5098820570059431,0.5384615384615384,586.5573770491803,10.689890710382514,0.05327868852459016,0.05191256830601093,0.00047149281880168184,0.0,0.05327868852459016,0.008849557522123876,23.151639344262296,0.05327868852459016,0.004840163120023559,
