avg_degree,candidate_rank_min,candidate_source_count,clustering_product,clustering_u,clustering_v,community_internal_edges_u,community_internal_edges_v,community_internal_product,community_pair_edges,community_size_product,community_size_u,community_size_v,current_edges,current_gcc_ratio,current_nodes,degree_abs_diff,degree_max,degree_min,degree_product,degree_sum,degree_u,degree_v,density,gcc_delta,graph_id,graph_type,is_inter_community,m4_score,m7_score,m8_score,n,node_betweenness_product,node_betweenness_u,node_betweenness_v,num_communities,pagerank_product,pagerank_u,pagerank_v,remove_ratio,same_community,source_m2,source_m4,source_m5,source_m7,source_m8,split,step,u,v,damage_rank
8.0,1,1,0.126984126984127,0.35714285714285715,0.35555555555555557,67,50,3350,2,320,20,16,648,1.0,162,2,10,8,80,18,8,10,0.049689440993788817,0.0,train_000,ws,1,1675.0,160.0,12800.0,162,0.0036261738447967043,0.06293591866410911,0.057616920858019144,9,4.596954452236703e-05,0.006109447125404628,0.007524337894866791,0.0,0,0,0,1,0,0,train,0,110,149,1
8.0,3,2,0.13040123456790123,0.3611111111111111,0.3611111111111111,79,63,4977,2,437,23,19,648,1.0,162,0,9,9,81,18,9,9,0.049689440993788817,0.0,train_000,ws,1,2488.5,218.5,17698.5,162,0.003180717835375916,0.06512150301022328,0.04884281978068876,9,4.5423828013043854e-05,0.0067527605487251625,0.006726704980175746,0.0,0,0,0,1,0,1,train,0,19,97,1
8.0,4,1,0.20238095238095236,0.4722222222222222,0.42857142857142855,63,67,4221,11,380,19,20,648,1.0,162,1,9,8,72,17,9,8,0.049689440993788817,0.0,train_000,ws,1,383.72727272727275,34.54545454545455,2487.2727272727275,162,0.001576788270865923,0.041538233905611045,0.03795992565425195,9,4.264010298794109e-05,0.006842114338459942,0.006232006786010352,0.0,0,0,0,1,0,0,train,0,89,121,1
8.0,5,1,0.10493827160493828,0.2777777777777778,0.37777777777777777,49,64,3136,4,304,16,19,648,1.0,162,1,10,9,90,19,9,10,0.049689440993788817,0.0,train_000,ws,1,784.0,76.0,6840.0,162,0.002823275831363709,0.05825048288726972,0.04846785282153804,9,5.043701706133697e-05,0.006862606932431622,0.007349541880794513,0.0,0,0,0,1,0,0,train,0,44,75,1
8.0,4,1,0.1020408163265306,0.23809523809523808,0.42857142857142855,57,50,2850,1,272,17,16,648,1.0,162,1,8,7,56,15,7,8,0.049689440993788817,0.0,train_000,ws,1,2850.0,272.0,15232.0,162,0.0008112483671191692,0.03253066533553476,0.024937958039026178,9,3.3915606948106645e-05,0.005436722682467516,0.0062382447899133366,0.0,0,0,0,0,1,0,train,0,22,156,1
7.987654320987654,1,1,0.11753086419753087,0.3111111111111111,0.37777777777777777,57,57,3249,0,289,17,17,647,1.0,162,0,10,10,100,20,10,10,0.049612759757687294,0.0,train_000,ws,0,0.0,0.0,0.0,162,0.0022670245537781217,0.06185095245873188,0.03665302576044764,8,5.442354382873145e-05,0.007340437416399647,0.007414209908954611,0.0015432098765432098,1,1,0,0,0,0,train,1,29,30,1
7.987654320987654,2,1,0.11753086419753087,0.3111111111111111,0.37777777777777777,57,94,5358,3,459,17,27,647,1.0,162,0,10,10,100,20,10,10,0.049612759757687294,0.0,train_000,ws,1,1786.0,153.0,15300.0,162,0.0030356512047609568,0.06185095245873188,0.04908010441369356,8,5.395739694112408e-05,0.007340437416399647,0.007350705943023925,0.0015432098765432098,0,1,0,0,0,0,train,1,29,75,1
7.987654320987654,3,1,0.09506172839506173,0.3055555555555556,0.3111111111111111,79,57,4503,9,391,23,17,647,1.0,162,1,10,9,90,19,9,10,0.049612759757687294,0.0,train_000,ws,1,500.3333333333333,43.44444444444444,3910.0,162,0.002104713091762561,0.03402879031114137,0.06185095245873188,8,4.990447096206138e-05,0.006798569094883534,0.007340437416399647,0.0015432098765432098,0,1,0,0,0,0,train,1,14,29,1
7.987654320987654,4,1,0.12962962962962965,0.4166666666666667,0.3111111111111111,57,57,3249,0,289,17,17,647,1.0,162,1,10,9,90,19,9,10,0.049612759757687294,0.0,train_000,ws,0,0.0,0.0,0.0,162,0.0009308360773468833,0.015049664400365616,0.06185095245873188,8,4.962965182350048e-05,0.006761130026477758,0.007340437416399647,0.0015432098765432098,1,1,0,0,0,0,train,1,23,29,1
7.987654320987654,5,1,0.09506172839506173,0.3111111111111111,0.3055555555555556,57,94,5358,3,459,17,27,647,1.0,162,1,10,9,90,19,10,9,0.049612759757687294,0.0,train_000,ws,1,1786.0,153.0,13770.0,162,0.0017973089052070867,0.06185095245873188,0.02905871023419219,8,4.966757738460514e-05,0.007340437416399647,0.006766296688755939,0.0015432098765432098,0,1,0,0,0,0,train,1,29,71,1
7.987654320987654,1,3,0.16765873015873017,0.3611111111111111,0.4642857142857143,94,76,7144,1,594,27,22,647,1.0,162,1,9,8,72,17,9,8,0.049612759757687294,0.0,train_000,ws,1,7144.0,594.0,42768.0,162,0.0007456771520830746,0.03753088103127521,0.01986836257485369,8,4.199540059367486e-05,0.0067454494580139746,0.006225737937118772,0.0015432098765432098,0,0,1,0,1,1,train,1,76,129,1
7.987654320987654,2,3,0.19047619047619047,0.38095238095238093,0.5,94,67,6298,1,540,27,20,647,1.0,162,1,8,7,56,15,7,8,0.049612759757687294,0.0,train_000,ws,1,6298.0,540.0,30240.0,162,0.0007451811092528771,0.028527388372754946,0.026121602844113186,8,3.4235475540335056e-05,0.005466879844226528,0.00626234278342344,0.0015432098765432098,0,0,1,0,1,1,train,1,70,114,1
7.987654320987654,2,3,0.21924603174603174,0.4722222222222222,0.4642857142857143,71,76,5396,1,462,21,22,647,1.0,162,1,9,8,72,17,9,8,0.049612759757687294,0.0,train_000,ws,1,5396.0,462.0,33264.0,162,0.0006831058674493782,0.0304882224274391,0.022405565594227284,8,4.203587707341435e-05,0.006771283075413111,0.006207963336527586,0.0015432098765432098,0,0,1,0,1,1,train,1,82,130,1
7.987654320987654,1,4,0.10714285714285714,0.42857142857142855,0.25,49,76,3724,1,352,16,22,647,1.0,162,1,9,8,72,17,8,9,0.049612759757687294,0.0,train_000,ws,1,3724.0,352.0,25344.0,162,0.0033342385561069667,0.04627333001408392,0.07205529740548487,8,4.357142004502073e-05,0.006289448344410937,0.006927701391130765,0.0015432098765432098,0,0,1,1,1,1,train,1,52,123,1
7.987654320987654,5,1,0.17687074829931973,0.38095238095238093,0.4642857142857143,67,50,3350,1,320,20,16,647,1.0,162,1,8,7,56,15,7,8,0.049612759757687294,0.0,train_000,ws,1,3350.0,320.0,17920.0,162,0.0016301794667366917,0.05199779348314207,0.03135093544431272,8,3.4786338364561415e-05,0.005580895530499249,0.006233110470256292,0.0015432098765432098,0,0,1,0,0,0,train,1,120,153,1
7.987654320987654,2,1,0.2222222222222222,0.4444444444444444,0.5,79,76,6004,2,506,23,22,647,1.0,162,1,9,8,72,17,9,8,0.049612759757687294,0.0,train_000,ws,1,3002.0,253.0,18216.0,162,0.0016168345193090703,0.045963274213315426,0.03517666108391987,8,4.200913353233724e-05,0.006800140286038786,0.006177686307234755,0.0015432098765432098,0,0,0,1,0,0,train,1,15,141,1
7.987654320987654,3,1,0.13040123456790123,0.3611111111111111,0.3611111111111111,79,71,5609,2,483,23,21,647,1.0,162,0,9,9,81,18,9,9,0.049612759757687294,0.0,train_000,ws,1,2804.5,241.5,19561.5,162,0.003456751521824726,0.07073473198630338,0.048869224845498375,8,4.5626939796447105e-05,0.0067765731658790285,0.0067330402372374545,0.0015432098765432098,0,0,0,1,0,0,train,1,19,97,1
7.987654320987654,4,1,0.20238095238095236,0.4722222222222222,0.42857142857142855,71,67,4757,11,420,21,20,647,1.0,162,1,9,8,72,17,9,8,0.049612759757687294,0.0,train_000,ws,1,432.45454545454544,38.18181818181818,2749.090909090909,162,0.0017132655656113987,0.043098500899761166,0.039752323859155225,8,4.2695645685442454e-05,0.006844122935202106,0.006238293217358998,0.0015432098765432098,0,0,0,1,0,0,train,1,89,121,1
7.987654320987654,5,1,0.10493827160493828,0.2777777777777778,0.37777777777777777,49,94,4606,10,432,16,27,647,1.0,162,1,10,9,90,19,9,10,0.049612759757687294,0.0,train_000,ws,1,460.6,43.2,3888.0000000000005,162,0.0029439891560655283,0.059983351527755566,0.04908010441369356,8,5.0463208943293346e-05,0.006865083344979223,0.007350705943023925,0.0015432098765432098,0,0,0,1,0,0,train,1,44,75,1
7.987654320987654,5,2,0.10582010582010581,0.2777777777777778,0.38095238095238093,49,67,3283,1,320,16,20,647,1.0,162,2,9,7,63,16,9,7,0.049612759757687294,0.0,train_000,ws,1,3283.0,320.0,20160.0,162,0.003119001925166948,0.059983351527755566,0.05199779348314207,8,3.831331295649938e-05,0.006865083344979223,0.005580895530499249,0.0015432098765432098,0,0,0,0,1,1,train,1,44,120,1
7.9753086419753085,1,1,0.11753086419753087,0.3111111111111111,0.37777777777777777,57,57,3249,0,289,17,17,646,1.0,162,0,10,10,100,20,10,10,0.049536078521585765,0.0,train_000,ws,0,0.0,0.0,0.0,162,0.0021800645691955707,0.06491169610769949,0.03358508096258145,8,5.449007385652342e-05,0.007343052740932976,0.007420629509137933,0.0030864197530864196,1,1,0,0,0,0,train,2,29,30,1
7.9753086419753085,2,1,0.11753086419753087,0.3111111111111111,0.37777777777777777,57,94,5358,3,459,17,27,646,1.0,162,0,10,10,100,20,10,10,0.049536078521585765,0.0,train_000,ws,1,1786.0,153.0,15300.0,162,0.0034045549650058306,0.06491169610769949,0.052449021811987434,8,5.400968002872269e-05,0.007343052740932976,0.007355207967886726,0.0030864197530864196,0,1,0,0,0,0,train,2,29,75,1
7.9753086419753085,3,1,0.09506172839506173,0.3055555555555556,0.3111111111111111,79,57,4503,9,391,23,17,646,1.0,162,1,10,9,90,19,9,10,0.049536078521585765,0.0,train_000,ws,1,500.3333333333333,43.44444444444444,3910.0,162,0.002274300184622207,0.03503683189619261,0.06491169610769949,8,4.99303671974591e-05,0.006799674326064445,0.007343052740932976,0.0030864197530864196,0,1,0,0,0,0,train,2,14,29,1
7.9753086419753085,4,1,0.12962962962962965,0.4166666666666667,0.3111111111111111,57,57,3249,0,289,17,17,646,1.0,162,1,10,9,90,19,9,10,0.049536078521585765,0.0,train_000,ws,0,0.0,0.0,0.0,162,0.0009806825301478168,0.015107948011721932,0.06491169610769949,8,4.96556407033305e-05,0.006762261208683826,0.007343052740932976,0.0030864197530864196,1,1,0,0,0,0,train,2,23,29,1
7.9753086419753085,5,1,0.09506172839506173,0.3111111111111111,0.3055555555555556,57,94,5358,3,459,17,27,646,1.0,162,1,10,9,90,19,10,9,0.049536078521585765,0.0,train_000,ws,1,1786.0,153.0,13770.0,162,0.0019666424740023575,0.06491169610769949,0.03029719745328122,8,4.9738222037430106e-05,0.007343052740932976,0.006773507394298054,0.0030864197530864196,0,1,0,0,0,0,train,2,29,71,1
7.9753086419753085,1,3,0.16765873015873017,0.3611111111111111,0.4642857142857143,94,76,7144,1,594,27,22,646,1.0,162,1,9,8,72,17,9,8,0.049536078521585765,0.0,train_000,ws,1,7144.0,594.0,42768.0,162,0.0009944753940422989,0.04203943282939113,0.023655775711299058,8,4.2119267375469626e-05,0.006749238173959822,0.0062405957961264216,0.0030864197530864196,0,0,1,0,1,1,train,2,76,129,1
7.9753086419753085,2,3,0.19047619047619047,0.38095238095238093,0.5,94,67,6298,1,540,27,20,646,1.0,162,1,8,7,56,15,7,8,0.049536078521585765,0.0,train_000,ws,1,6298.0,540.0,30240.0,162,0.0009050436156368709,0.03142916857551606,0.02879629518236501,8,3.430423944535058e-05,0.005471828916253786,0.00626924561611413,0.0030864197530864196,0,0,1,0,1,1,train,2,70,114,1
7.9753086419753085,2,3,0.21924603174603174,0.4722222222222222,0.4642857142857143,71,76,5396,1,462,21,22,646,1.0,162,1,9,8,72,17,9,8,0.049536078521585765,0.0,train_000,ws,1,5396.0,462.0,33264.0,162,0.000728555603956223,0.03152710183402192,0.02310886702468842,8,4.213744057102124e-05,0.0067741122678622815,0.006220363481563412,0.0030864197530864196,0,0,1,0,1,1,train,2,82,130,1
7.9753086419753085,4,2,0.17687074829931973,0.38095238095238093,0.4642857142857143,67,50,3350,1,320,20,16,646,1.0,162,1,8,7,56,15,7,8,0.049536078521585765,0.0,train_000,ws,1,3350.0,320.0,17920.0,162,0.002020541857887185,0.06219609573600504,0.03248663495637239,8,3.489533493505746e-05,0.005594765718725116,0.006237139621104473,0.0030864197530864196,0,0,1,0,1,0,train,2,120,153,1
7.9753086419753085,1,4,0.10582010582010581,0.2777777777777778,0.38095238095238093,49,67,3283,1,320,16,20,646,1.0,162,2,9,7,63,16,9,7,0.049536078521585765,0.0,train_000,ws,1,3283.0,320.0,20160.0,162,0.004348593660853664,0.06991747005007394,0.06219609573600504,8,3.8494000709786926e-05,0.006880359722830107,0.005594765718725116,0.0030864197530864196,0,0,1,1,1,1,train,2,44,120,1
7.9753086419753085,2,1,0.2222222222222222,0.4444444444444444,0.5,79,76,6004,2,506,23,22,646,1.0,162,1,9,8,72,17,9,8,0.049536078521585765,0.0,train_000,ws,1,3002.0,253.0,18216.0,162,0.0016923124608190826,0.04702723646553993,0.035985794361085954,8,4.207506455691007e-05,0.006801825748885357,0.006185848639801612,0.0030864197530864196,0,0,0,1,0,0,train,2,15,141,1
7.9753086419753085,3,1,0.20238095238095236,0.4722222222222222,0.42857142857142855,71,67,4757,11,420,21,20,646,1.0,162,1,9,8,72,17,9,8,0.049536078521585765,0.0,train_000,ws,1,432.45454545454544,38.18181818181818,2749.090909090909,162,0.002043712222421952,0.047098062943245235,0.04339270226218633,8,4.2922500504002094e-05,0.006849615331186816,0.006266410364472981,0.0030864197530864196,0,0,0,1,0,0,train,2,89,121,1
7.9753086419753085,4,2,0.13040123456790123,0.3611111111111111,0.3611111111111111,79,71,5609,2,483,23,21,646,1.0,162,0,9,9,81,18,9,9,0.049536078521585765,0.0,train_000,ws,1,2804.5,241.5,19561.5,162,0.0035529837216755314,0.07168076929851133,0.04956676325388321,8,4.564465308641074e-05,0.0067775890087626075,0.00673464458045445,0.0030864197530864196,0,0,0,1,0,1,train,2,19,97,1
7.9753086419753085,5,1,0.15476190476190477,0.4642857142857143,0.3333333333333333,79,94,7426,3,621,23,27,646,1.0,162,1,9,8,72,17,8,9,0.049536078521585765,0.0,train_000,ws,1,2475.3333333333335,207.0,14904.0,162,0.0021424277367412528,0.036104790006575925,0.05933915517445311,8,4.3385620334789876e-05,0.0062142329204780255,0.00698165338988492,0.0030864197530864196,0,0,0,1,0,0,train,2,8,57,1
7.962962962962963,1,1,0.11753086419753087,0.3111111111111111,0.37777777777777777,57,57,3249,0,289,17,17,645,1.0,162,0,10,10,100,20,10,10,0.04945939728548424,0.0,train_000,ws,0,0.0,0.0,0.0,162,0.002234371174307644,0.06466551630263731,0.03455274622490748,8,5.4561662804158585e-05,0.0073480952901907835,0.007425279701665649,0.004629629629629629,1,1,0,0,0,0,train,3,29,30,1
7.962962962962963,2,1,0.11753086419753087,0.3111111111111111,0.37777777777777777,57,94,5358,3,459,17,27,645,1.0,162,0,10,10,100,20,10,10,0.04945939728548424,0.0,train_000,ws,1,1786.0,153.0,15300.0,162,0.0034673213433940894,0.06466551630263731,0.05361932513098451,8,5.417154511248394e-05,0.0073480952901907835,0.007372188706480078,0.004629629629629629,0,1,0,0,0,0,train,3,29,75,1
7.962962962962963,3,1,0.09506172839506173,0.3055555555555556,0.3111111111111111,79,57,4503,9,391,23,17,645,1.0,162,1,10,9,90,19,9,10,0.04945939728548424,0.0,train_000,ws,1,500.3333333333333,43.44444444444444,3910.0,162,0.002277449891559544,0.03521892380632954,0.06466551630263731,8,4.99751647703073e-05,0.006801104612377687,0.0073480952901907835,0.004629629629629629,0,1,0,0,0,0,train,3,14,29,1
7.962962962962963,4,1,0.12962962962962965,0.4166666666666667,0.3111111111111111,57,57,3249,0,289,17,17,645,1.0,162,1,10,9,90,19,9,10,0.04945939728548424,0.0,train_000,ws,0,0.0,0.0,0.0,162,0.0009893106790713486,0.015298890902553588,0.06466551630263731,8,4.970837272415306e-05,0.006764796965889979,0.0073480952901907835,0.004629629629629629,1,1,0,0,0,0,train,3,23,29,1
7.962962962962963,5,1,0.09506172839506173,0.3111111111111111,0.3055555555555556,57,94,5358,3,459,17,27,645,1.0,162,1,10,9,90,19,10,9,0.04945939728548424,0.0,train_000,ws,1,1786.0,153.0,13770.0,162,0.0022822300550628272,0.06466551630263731,0.0352928451755012,8,4.983395912992934e-05,0.0073480952901907835,0.006781887980747112,0.004629629629629629,0,1,0,0,0,0,train,3,29,71,1
7.962962962962963,1,3,0.16765873015873017,0.3611111111111111,0.4642857142857143,94,101,9494,1,783,27,29,645,1.0,162,1,9,8,72,17,9,8,0.04945939728548424,0.0,train_000,ws,1,9494.0,783.0,56376.0,162,0.0015128375509140116,0.04892863545828107,0.03091926714784291,8,4.221660003662698e-05,0.006755575296409787,0.006249149507527916,0.004629629629629629,0,0,1,0,1,1,train,3,76,129,1
7.962962962962963,2,3,0.16581632653061226,0.35714285714285715,0.4642857142857143,79,101,7979,2,667,23,29,645,1.0,162,0,8,8,64,16,8,8,0.04945939728548424,0.0,train_000,ws,1,3989.5,333.5,21344.0,162,0.0011142863399949137,0.03617131334998298,0.030805802631864845,8,3.8453222786821644e-05,0.006186987857014851,0.006215176702379189,0.004629629629629629,0,0,1,0,1,1,train,3,12,132,1
7.962962962962963,2,4,0.2222222222222222,0.4444444444444444,0.5,79,101,7979,2,667,23,29,645,1.0,162,1,9,8,72,17,9,8,0.04945939728548424,0.0,train_000,ws,1,3989.5,333.5,24012.0,162,0.0017159828035224138,0.04732130868200233,0.0362623699833359,8,4.2105279658888445e-05,0.006803478350175002,0.006188787189688844,0.004629629629629629,0,0,1,1,1,1,train,3,15,141,1
7.962962962962963,2,3,0.19047619047619047,0.38095238095238093,0.5,94,41,3854,1,351,27,13,645,1.0,162,1,8,7,56,15,7,8,0.04945939728548424,0.0,train_000,ws,1,3854.0,351.0,19656.0,162,0.0014736870884935718,0.04016060790745903,0.03669484017496318,8,3.447413870535356e-05,0.005478236606654413,0.006292926206122209,0.004629629629629629,0,0,1,1,1,0,train,3,70,114,1
7.962962962962963,3,3,0.21924603174603174,0.4722222222222222,0.4642857142857143,71,101,7171,2,609,21,29,645,1.0,162,1,9,8,72,17,9,8,0.04945939728548424,0.0,train_000,ws,1,3585.5,304.5,21924.0,162,0.0007549347261394672,0.03218160500639859,0.02345857908545473,8,4.2208165062052466e-05,0.006778063324515615,0.006227171839689004,0.004629629629629629,0,0,1,0,1,1,train,3,82,130,1
7.962962962962963,1,2,0.20238095238095236,0.4722222222222222,0.42857142857142855,71,101,7171,2,609,21,29,645,1.0,162,1,9,8,72,17,9,8,0.04945939728548424,0.0,train_000,ws,1,3585.5,304.5,21924.0,162,0.0023828528660549382,0.05298220794285111,0.04497458597092038,8,4.33268249911127e-05,0.006857391666172222,0.0063182660551307866,0.004629629629629629,0,0,0,1,0,1,train,3,89,121,1
7.962962962962963,3,1,0.13040123456790123,0.3611111111111111,0.3611111111111111,79,71,5609,2,483,23,21,645,1.0,162,0,9,9,81,18,9,9,0.04945939728548424,0.0,train_000,ws,1,2804.5,241.5,19561.5,162,0.0038188523451047176,0.07303949498814791,0.052284758345117276,8,4.5685810213528905e-05,0.00678031812598142,0.006738003935016853,0.004629629629629629,0,0,0,1,0,0,train,3,19,97,1
7.962962962962963,5,1,0.15476190476190477,0.4642857142857143,0.3333333333333333,79,94,7426,3,621,23,27,645,1.0,162,1,9,8,72,17,8,9,0.04945939728548424,0.0,train_000,ws,1,2475.3333333333335,207.0,14904.0,162,0.00216807781648871,0.03626576743032895,0.0597830397675675,8,4.340086728927528e-05,0.006214547579813323,0.006983753319429728,0.004629629629629629,0,0,0,1,0,0,train,3,8,57,1
7.950617283950617,1,1,0.11753086419753087,0.3111111111111111,0.37777777777777777,83,83,6889,0,576,24,24,644,1.0,162,0,10,10,100,20,10,10,0.04938271604938271,0.0,train_000,ws,0,0.0,0.0,0.0,162,0.002317585569705732,0.0653289860158947,0.03547560908326142,7,5.457325345028936e-05,0.007348955049567157,0.0074259881959005385,0.006172839506172839,1,1,0,0,0,0,train,4,29,30,1
7.950617283950617,2,1,0.11753086419753087,0.3111111111111111,0.37777777777777777,83,94,7802,5,648,24,27,644,1.0,162,0,10,10,100,20,10,10,0.04938271604938271,0.0,train_000,ws,1,1560.4,129.6,12960.0,162,0.0035813526962982854,0.0653289860158947,0.054820270674749705,7,5.420105491849188e-05,0.007348955049567157,0.00737534173946053,0.006172839506172839,0,1,0,0,0,0,train,4,29,75,1
7.950617283950617,3,1,0.09506172839506173,0.3055555555555556,0.3111111111111111,83,83,6889,0,576,24,24,644,1.0,162,1,10,9,90,19,9,10,0.04938271604938271,0.0,train_000,ws,0,0.0,0.0,0.0,162,0.0023075348671032668,0.035321761561427543,0.0653289860158947,7,4.9988864720019876e-05,0.00680217315017652,0.007348955049567157,0.006172839506172839,1,1,0,0,0,0,train,4,14,29,1
7.950617283950617,4,1,0.12962962962962965,0.4166666666666667,0.3111111111111111,83,83,6889,0,576,24,24,644,1.0,162,1,10,9,90,19,9,10,0.04938271604938271,0.0,train_000,ws,0,0.0,0.0,0.0,162,0.0010035419907981403,0.015361358747462823,0.0653289860158947,7,4.971962296573179e-05,0.006765536410330909,0.007348955049567157,0.006172839506172839,1,1,0,0,0,0,train,4,23,29,1
7.950617283950617,5,1,0.09506172839506173,0.3111111111111111,0.3055555555555556,83,94,7802,5,648,24,27,644,1.0,162,1,10,9,90,19,10,9,0.04938271604938271,0.0,train_000,ws,1,1560.4,129.6,11664.0,162,0.0023772745171894154,0.0653289860158947,0.03638927621823212,7,4.985287606101407e-05,0.007348955049567157,0.0067836686610228125,0.006172839506172839,0,1,0,0,0,0,train,4,29,71,1
7.950617283950617,1,3,0.16765873015873017,0.3611111111111111,0.4642857142857143,94,101,9494,1,783,27,29,644,1.0,162,1,9,8,72,17,9,8,0.04938271604938271,0.0,train_000,ws,1,9494.0,783.0,56376.0,162,0.00169607445557362,0.051128805611474724,0.03317258119546164,7,4.235093865923264e-05,0.006760317139646171,0.006264637854171624,0.006172839506172839,0,0,1,0,1,1,train,4,76,129,1
7.950617283950617,2,4,0.21924603174603174,0.4722222222222222,0.4642857142857143,71,101,7171,1,609,21,29,644,1.0,162,1,9,8,72,17,9,8,0.04938271604938271,0.0,train_000,ws,1,7171.0,609.0,43848.0,162,0.0017588084256651092,0.046335442652195746,0.03795816603862233,7,4.237895450255899e-05,0.006791715429367611,0.006239801261300044,0.006172839506172839,0,0,1,1,1,1,train,4,82,130,1
7.950617283950617,3,3,0.16581632653061226,0.35714285714285715,0.4642857142857143,83,101,8383,2,696,24,29,644,1.0,162,0,8,8,64,16,8,8,0.04938271604938271,0.0,train_000,ws,1,4191.5,348.0,22272.0,162,0.0012920377904996976,0.03842394303861327,0.033625851183500186,7,3.850940967303497e-05,0.006188624322454666,0.006222612274800442,0.006172839506172839,0,0,1,0,1,1,train,4,12,132,1
7.950617283950617,2,4,0.2222222222222222,0.4444444444444444,0.5,83,101,8383,2,696,24,29,644,1.0,162,1,9,8,72,17,9,8,0.04938271604938271,0.0,train_000,ws,1,4191.5,348.0,25056.0,162,0.0019923181463877555,0.050839883173817386,0.03918809450399764,7,4.213785725282943e-05,0.0068049319139147114,0.006192252587666017,0.006172839506172839,0,0,1,1,1,1,train,4,15,141,1
